Test,Hat
128.6857143,137.20065
143.78,120.33345
136.15,136.39285
148.0,135.18776
123.21000000000001,121.809845
105.33478259999998,115.401985
143.58,138.78383
139.84,123.9317
121.89,114.85254
121.39,127.48713
143.71,136.88625
143.14,135.90486
120.3,141.44197
134.33,137.07475
138.94,131.66551
125.22,128.07834
148.43,140.59636
129.69,130.1358
125.54,136.91093
138.32,137.30783
102.65000000000002,116.33832
133.0,133.34756
142.3,138.30043
126.37999999999998,138.84195
133.3,129.91849
157.4,143.94633
127.18,137.01282
132.43,142.236
136.59,130.2353
142.27,132.65628
133.74,127.818
137.36,134.95378
123.07,137.68106
124.48,130.96968
145.72,134.12842
135.54,137.1631
132.88,138.02979
143.9,118.3901
122.74,138.95871
132.23,126.26643
143.08,143.15929
137.61,137.09833
121.74000000000001,131.17026
120.83,122.85585
142.46,114.87964
134.97,146.13573
141.4,134.84868
136.83,141.8635
139.98,117.03927
125.71,140.9073
127.34,132.16771
133.45,123.552414
156.9,135.90207
139.9,136.6128
156.48,136.49706
142.02,137.92046
141.02,133.99475
135.84,131.00865
126.87999999999998,132.97171
134.43,136.55435
156.94,138.45064
146.42,124.80068
124.53,123.466255
123.1,127.289536
116.81,115.71372
127.31,134.63495
139.28,132.10298
124.94000000000001,137.98804
133.35,142.55385
103.86000000000001,115.448425
122.54,116.52674
125.16999999999999,126.73855
141.18,134.04518
118.71,126.44101
122.33,121.04046
129.89,146.72145
