Test,Hat
137.05,130.88191
132.92,133.87054
118.92999999999999,131.97586
139.54,136.92236
120.34,130.85362
131.39,131.53513
160.09,123.8514
149.27,129.85675
122.87,131.40714
211.4525,131.45076
156.85999999999999,150.87198
137.82,132.61824
121.98,134.62398
148.76,125.14225
125.8,136.95207
124.82999999999998,127.19076
130.165,136.99443
151.48,147.26672
144.32,137.89597
157.21000000000004,149.58109
137.61,136.10155
131.91,133.46822
118.07999999999998,125.247154
143.21,139.34586
134.42,132.55272
149.39,141.11464
177.87,140.508
140.61,118.8905
175.77000000000004,130.21628
131.45,130.69351
125.67,125.589745
135.41,139.50993
126.42,129.50282
122.39000000000001,120.42227
137.25,139.1339
161.66,144.78654
126.34,124.05721
134.55,126.01147
132.89,136.3771
134.11,132.8163
142.4869231,127.04158
118.7766667,128.38199
144.35,129.01363
125.9,133.83337
144.96,134.31088
129.85,124.98322
117.92000000000002,135.61986
133.93,136.36697
133.02,135.60207
119.29,126.47696
139.24,134.1231
136.92,140.78444
121.16,126.52582
136.01,134.16695
144.65,144.48444
122.1,132.60263
141.0563636,130.0569
130.16,127.67875
125.02,123.40301
123.43,127.01467
113.04,124.657585
146.5,129.90591
191.41,160.06105
136.63,134.0116
125.86,138.61938
131.6,127.532524
125.21,126.40592
117.6,124.846886
145.39,149.27705
123.37,125.89156
118.07999999999998,124.250336
136.15,143.75296
129.66,129.68456
140.7,127.82919
134.12,130.8734
119.51,123.40602
142.73,129.84575
153.55,143.18092
118.09000000000002,124.81882
120.16,139.85808
112.74,125.68872
119.08,125.52287
127.01999999999998,136.93895
111.07999999999998,125.938934
120.59,125.0111
122.11,126.69015
143.41,140.4748
120.29000000000002,127.89158
133.65,131.915
142.17,137.64154
118.61,128.72356
125.24,126.184074
134.28,139.84323
136.21,133.50325
118.62,126.92148
115.56000000000002,125.01784
120.39,125.78993
127.46,130.91241
106.44000000000001,124.47977
119.23,125.73563
135.12,130.0202
143.84,142.63988
148.04,134.51935
126.53000000000002,127.89395
133.57,135.949
147.34,135.18402
133.79,124.39587
133.06,139.1227
109.92,122.63901
120.4,129.39001
139.75,141.38286
146.21,141.38322
114.35,124.300095
135.2,139.13972
114.44,124.1235
124.48,124.731026
117.09,122.26351
126.31,124.507645
123.76,124.761406
109.54,124.190346
126.62,126.74559
165.42,144.99983
108.95,123.50406
150.74,129.75551
117.82999999999998,135.76855
170.45,165.1938
133.5,146.91794
133.76,132.6549
148.24,134.40999
136.5,126.197655
133.25,131.66785
124.68,136.54262
144.24,136.4266
125.66,139.28844
137.71,126.70649
129.58,134.7683
130.66,129.99985
138.93,123.96566
152.73,144.99432
175.31,144.38484
122.67,130.4876
134.53,132.24951
126.48,139.04094
126.29,132.14525
120.78999999999999,133.76872
134.81,128.83769
132.29,144.94072
119.95000000000002,146.52805
133.09,136.7306
143.65,131.62495
125.56,124.672714
152.75,146.31648
136.4,124.01164
122.54,123.07058
120.78999999999999,133.51518
112.4,120.60245
131.51,123.89823
134.77,131.84651
157.65,134.18365
130.62,134.166
131.19,136.84839
112.37,124.852394
119.46,124.03362
129.01,128.05817
118.36,122.91659
150.06,142.3902
143.56,146.80809
122.96,131.97015
125.82,128.32861
132.82,134.69815
128.92,129.82196
137.94,127.92289
143.09,130.51813
135.93,132.69159
138.34,132.46935
132.99,136.34251
125.93,129.56686
136.93,126.602554
120.55,136.34013
178.72,147.88646
122.75,122.38826
128.51,130.8518
133.22,135.34537
137.47,139.31042
127.49,126.96532
136.66,128.85536
114.21,124.220245
115.62,128.29317
149.31,145.02861
123.98,128.87396
108.61,122.811806
137.44,128.18129
148.42,135.70271
136.92,141.5974
146.79,129.79478
110.09,125.06585
142.46,132.22932
147.97,130.63947
134.08,132.46024
123.46,128.507
130.335,123.784775
134.3,136.43916
150.99,151.89856
114.51,122.14776
122.0,123.6412
127.4,124.19659
143.37,131.7495
132.98,133.03517
139.36,140.94498
131.25,130.67299
133.38,142.55052
125.03,124.17628
144.12,141.92082
133.35,129.00333
136.43,128.28859
132.52,136.29149
120.66,126.14298
159.45,141.56366
137.07,129.83803
147.42,139.1683
166.35,131.0026
117.1,124.370224
143.05,135.62923
130.65,128.00516
129.06,122.96581
123.58,137.37784
125.29,133.07259
107.32,119.99977
106.04,119.52241
122.37,128.91988
143.29,136.468
140.63,139.73012
136.785,123.35114
135.55,122.74028
134.22,134.26482
124.84000000000002,122.4346
121.47,128.51144
122.56000000000002,122.00625
121.67,131.66284
110.28,122.4079
122.46,136.32071
131.48,137.98415
133.69,138.15965
125.39,129.56264
125.22,124.02603
119.22,132.36281
128.0,130.60344
129.98,128.32097
179.53,141.28557
124.97,137.31047
142.77,140.93784
114.94,126.053535
116.17,129.52675
132.59,140.01859
122.88999999999999,134.98732
134.22,135.4621
142.19,136.83362
137.68,132.1265
137.12,130.72617
131.28,140.77625
112.23,123.72337
124.08000000000001,126.228035
132.81,130.88057
142.79,123.04449
123.38,127.119026
122.58,126.48222
125.56,124.22502
108.41,123.925156
127.96,135.35173
127.77,130.65398
125.52,126.818474
145.0,143.53984
128.63,127.67693
135.39,134.82726
123.11,124.48431
136.98,131.00482
114.23,123.86851
136.48,134.59564
134.53,125.34604
115.83,126.678024
113.81,124.12504
153.66000000000003,136.39427
147.39,139.2272
134.49,127.795845
157.79,130.28531
127.14,120.691826
132.13,131.89896
143.5,144.2245
128.7,134.09218
128.13,123.99292
134.44,130.38481
114.68,126.894005
135.9,129.68344
135.96,122.81545
118.05,124.91291
110.87,123.03431
118.41,124.92736
116.385,126.8864
117.88,129.31989
123.74000000000001,122.812706
146.49,148.71179
126.24,131.80415
124.28,140.25017
147.42,129.86539
140.84,128.51141
133.86,134.20854
139.89,137.88644
139.46,139.14265
135.79,139.4318
126.28,123.3787
142.9,133.35558
129.41,127.41269
126.25,130.80579
139.04,134.93324
114.32,126.827866
146.79,141.06915
138.14,140.13979
142.59,140.86172
123.82000000000001,123.61111
145.17,125.40281
124.63,128.83813
127.64,127.85753
144.01,133.6262
142.02,147.87935
123.51,132.5886
144.94,136.35997
160.13,146.38916
127.05,127.22551
117.35,123.08526
134.96,127.596146
119.36,127.32732
136.78,134.15987
113.46,123.618835
141.89,132.57211
121.15,128.99622
127.36999999999999,128.08005
111.36,123.56648
112.27,125.41614
146.84,128.79013
127.15,135.44597
132.38,144.68634
145.2,135.48376
126.68999999999998,133.74696
122.12999999999998,128.28258
137.15,141.34636
122.35,128.0086
146.27,133.8445
122.04,121.94071
142.69,138.03682
139.98,133.6241
137.76,139.88167
134.38,126.94365
136.71,147.7936
141.39,140.05684
146.62,130.46072
138.81,129.4307
143.05,129.77129
149.19,132.16994
124.82,125.6077
137.61,135.82607
153.3,141.69829
126.78000000000002,130.75919
132.76,133.464
153.67,146.13702
123.37,126.269775
138.75,137.49622
115.25,119.99746
113.15,123.946465
142.08,142.89749
120.81,130.73976
126.39,136.89633
136.29,130.47476
109.40000000000002,122.03041
151.29000000000002,140.70071
157.76,140.78265
167.8,134.3075
126.56,125.282135
153.54,126.22153
166.4,141.1865
136.46,141.99149
130.48,126.80041
121.5,129.00778
108.41,121.47819
147.14,135.81535
126.01,135.56107
121.62,136.8278
148.28,124.979065
128.59,135.28241
151.55,131.08589
124.10515150000002,126.60099
153.12999999999997,143.50426
136.35,127.527534
130.05,134.25304
206.95,150.82281
168.52000000000004,145.9673
126.0,132.5477
116.30999999999999,126.78704
126.41,131.31645
144.98,137.4331
165.73,151.01535
149.42,141.81291
141.32,125.42852
123.98,122.260635
139.83,139.32677
141.32,140.67659
110.695,124.50534
141.52,130.72858
119.55,127.34408
134.08,123.95664
146.65,129.13824
135.08,133.22781
143.36,138.40533
140.25,138.72195
139.44,128.05716
122.46999999999998,128.36633
134.16,133.13037
125.19,133.05275
141.22,123.87917
110.47,124.91333
129.98,131.37952
117.46,125.33966
134.66,132.39839
144.05,134.82355
139.15,135.0988
116.54,132.13608
132.57,126.72458
119.69000000000001,127.079605
135.32,136.35689
202.95,150.81364
123.8,128.5249
125.95,145.32579
129.72,133.07414
130.21,127.24519
137.47,132.13257
160.0,143.07736
113.74,129.36934
130.48,133.98251
126.03,128.2204
130.94,130.18411
122.78,125.421684
137.47,133.36012
117.48999999999998,134.80777
128.3,131.76157
135.35,130.35751
139.74,131.66576
139.72,137.26485
156.81,144.8536
124.19,129.78537
130.69,126.7984
120.01,122.5595
139.08,157.71022
131.02,133.23654
132.49,127.11987
126.17,136.5751
157.86,140.47255
128.39,130.20755
119.68,125.50765
152.11,129.28012
127.25,135.536
131.88,130.78664
144.19,144.70918
118.52,125.63252
125.82,125.44415
117.95,135.64352
133.17,123.56937
139.28,138.33034
133.56,133.2045
139.85,147.90962
136.67,131.54303
132.84,132.53572
122.01,124.17578
139.97,130.74461
123.48,122.96757
130.81,134.03993
141.64,142.99547
148.16,132.792
110.16,122.52744
134.06,131.95158
137.63,144.39209
148.78,139.0702
135.99,133.68434
137.64,132.12898
183.74,162.509
132.44,130.04729
145.5,130.50038
115.20999999999998,128.59566
138.87,131.43547
214.1,126.60245
154.99999999999997,140.60625
138.86,138.6087
141.66,135.86884
134.74,131.42113
157.0,148.2529
121.37,129.96294
120.06,134.36566
127.16,129.8883
129.95,138.17596
155.85000000000002,139.24101
131.46,135.41696
120.41,124.3643
110.24000000000001,124.22303
127.78999999999999,141.89664
134.22,128.90468
131.68,127.57242
117.73,122.70053
136.8,135.06174
143.38,134.44058
136.26,135.81029
114.41,123.52666
118.56,124.0949
151.99,140.25989
134.12,134.53564
123.08,122.349686
125.33,123.481995
127.44999999999999,125.136154
120.59,127.97686
131.99,137.28041
102.09,123.42428
112.21,129.07272
133.08,137.0657
123.8,128.9088
155.59,124.47002
136.4,136.757
137.76,137.90138
177.4,138.52505
132.32,120.53852
135.42,129.72084
155.99,140.05185
139.86,133.69008
129.68,137.10754
138.7,131.8864
144.98,128.80795
126.93999999999998,126.43663
116.19,122.95908
144.44,126.22272
129.85,134.57072
108.35,122.531906
133.89,134.84883
118.6,125.32034
120.18,142.00784
134.6,128.36096
122.99,124.323875
124.82999999999998,122.6346
158.85,140.89888
151.67,132.87894
126.24,133.80278
147.22,138.75629
115.92,123.42992
151.66,133.20712
137.51,134.47673
154.52,135.06084
131.92,125.72813
129.25,128.31285
121.7,128.3226
133.81,128.11388
148.44,138.82304
132.39,130.47371
135.15,128.96036
112.53,124.7758
127.7,127.97934
137.19,134.99478
114.59,125.414894
126.88,124.74809
121.03999999999999,129.82236
144.94,138.85165
145.45,122.80638
125.4,126.14385
116.2,125.79671
145.35,134.327
129.44,127.55889
142.05,131.6262
116.8,125.07648
128.64,131.8699
152.43,151.75859
119.2,130.19415
128.74,128.95512
138.34,129.79839
149.08,130.43188
122.15,134.87505
142.2,130.33244
116.5272414,125.10695
138.99,127.80312
144.08,138.19339
139.9,141.46808
140.51,142.90356
123.32,124.05444
133.17,137.57568
123.05999999999999,133.46667
153.82000000000002,141.21062
137.95,136.15497
163.32,142.7199
170.84999999999997,153.06535
124.13,128.08066
129.46,125.91703
159.23,151.43973
126.93999999999998,120.03009
125.67999999999999,128.0691
151.66,134.36627
119.59,127.71334
121.95,124.33912
143.95,126.6757
164.87,157.48946
121.63000000000001,126.76828
121.58,126.40926
120.25,124.26446
134.34,133.43295
139.79,126.60702
148.48,156.36517
123.74000000000001,128.90733
130.69,122.19718
106.48,123.10573
135.27,136.10367
141.26,134.38802
139.17,140.15614
138.29,143.9741
139.27,136.29877
159.02,137.34885
121.31,122.52776
154.28,138.97362
150.74,127.05563
121.45,129.01357
124.82,123.396355
157.37000000000003,144.69606
151.61999999999998,135.01097
117.46,125.425934
137.67,136.8209
132.19,118.02913
139.91,138.57138
140.41,129.15404
129.42,132.61955
131.45,134.13416
138.43,132.09598
129.87,131.22594
116.22,125.21979
119.09,124.27858
145.38,148.19992
135.94,132.08577
179.81000000000003,157.62901
135.11,132.03151
137.71,133.25714
121.14,127.267334
121.73,128.18474
141.58,130.48593
144.79,128.16823
123.24,124.99406
118.23,125.4449
121.26,125.09967
138.14,135.92789
136.32,138.40657
132.5,128.19174
149.55,133.6175
114.57,137.04944
175.94,129.6403
155.01,134.90067
134.75,126.92914
157.38,145.03336
176.19,140.96294
118.73,128.01967
168.15,147.85841
166.16,150.44833
133.75,136.06026
133.87,141.47777
116.8,137.12993
137.36,125.73637
145.04,142.20276
135.99,137.4254
141.43,130.67424
134.86,136.80507
116.69,125.60734
132.78,128.76396
131.91,132.73964
127.21,130.83969
119.08,125.98663
131.49,132.90604
114.13,121.54201
147.05,136.99109
122.87,133.83034
116.97,129.35745
155.66,151.1966
128.56,128.6036
131.22,134.87169
120.51,132.90254
128.57,127.17784
119.99,123.8938
139.58,141.36092
113.57,125.23012
152.74,148.96045
166.74,147.57065
140.41,140.46492
131.37,142.57668
131.42,131.37416
129.41,144.77745
130.02,132.92023
132.19,134.02396
120.23,125.854324
125.44,129.26027
146.61,137.01913
141.28,132.43126
114.0,127.83985
134.07,127.556915
129.97,129.11449
128.34,128.06499
133.59,129.93697
136.08,138.57915
122.26,130.55739
134.65,138.04233
135.51,127.46976
146.47,136.49936
130.34,128.0045
133.42,139.07072
124.82,128.70038
128.17,132.96112
123.2,136.91837
115.65,122.26662
142.63,136.93971
138.87,137.52818
125.285,124.702545
124.06999999999998,126.46059
135.81,139.67744
124.26,119.45463
137.11,131.37668
162.34,140.99336
137.76,133.89465
135.87,125.559326
142.78,136.43158
144.59,128.76207
129.08,133.83322
168.38,129.36717
145.2,126.03867
139.77,126.75146
134.43,122.86882
141.37,144.31444
141.47,131.77408
113.25,123.32104
145.3645455,136.06244
149.42,130.12738
120.44999999999999,131.57117
128.32,123.03457
133.9,140.3049
132.75,131.02055
125.05,141.85956
136.8,131.12106
134.55,132.70326
135.8,126.25748
123.29,131.46799
124.82999999999998,134.5479
130.13,124.906494
122.29999999999998,120.816345
120.81,129.40677
141.57,125.45402
131.07,129.39163
123.84,131.28944
123.32,126.427
120.20000000000002,129.241
117.39,120.89322
132.68,131.51222
129.75,128.62642
120.29000000000002,126.77177
113.59,144.1666
147.32,126.73798
146.45,154.07137
130.15,136.4966
112.66,125.64717
117.48999999999998,130.11067
127.12000000000002,129.16614
137.79,133.28188
131.64,135.76163
128.51,129.50807
136.43,135.03304
143.34,120.69177
126.18,123.96347
148.01,141.35336
138.79,129.26704
123.53,127.494064
139.63,136.11894
137.47,123.46047
121.05,131.0229
129.15,135.64075
122.78,126.17762
128.68,131.7315
140.97,127.92128
110.94,128.71486
142.29,133.58148
142.88,133.52194
139.73,138.26825
129.52,146.70538
114.99,121.538765
148.32,139.70271
125.31,124.12819
113.51,124.518936
134.21,135.18755
130.32,145.73552
113.68999999999998,129.29852
149.53,137.6161
227.48,151.95988
125.44,130.71957
152.51,141.7728
144.48,150.70212
144.72,137.41946
141.92,129.59506
143.69,135.1937
130.11,132.82048
116.83,121.68757
135.4,138.29753
171.4233333,137.86784
148.31,158.28244
122.58,132.12262
145.18,130.61649
117.87,123.23553
140.09,137.86836
130.22,133.33209
145.25,145.81482
157.92,132.76283
136.85,134.97444
122.22000000000001,129.52345
141.02,124.76077
143.42,146.05084
123.22999999999999,127.1862
121.80000000000001,122.18858
143.12,146.24483
126.63,134.02023
160.63,153.87949
122.29999999999998,123.19401
126.89,123.91161
121.94,127.34084
120.69,129.3559
120.75,124.79014
144.72,131.80865
156.50999999999996,141.56367
125.33999999999999,133.04778
138.58,131.94583
129.42,136.50484
144.91,132.36719
160.97,134.6796
140.61,139.49245
136.6,133.19653
126.07,124.991196
123.45,135.80034
128.27,140.093
123.67,126.34785
135.9,145.3923
167.39,164.98936
124.74999999999999,137.57538
131.17,130.56935
123.84,131.1382
117.93,134.57364
155.31,140.5577
116.05999999999999,122.49177
169.41,159.43294
119.72,125.15893
140.59,140.4575
137.44,141.13332
130.27,135.76712
127.44,137.70695
133.71,137.67232
176.23,162.27579
114.58,122.3391
125.92,126.06126
140.53,141.3588
143.41,130.38971
128.53,129.8759
128.87,130.0589
131.64,129.76845
132.77,130.3808
149.38,137.8719
118.71,123.90896
131.49,132.64114
117.31999999999998,124.41162
128.17,132.33472
127.44,136.0851
173.40000000000003,137.15813
153.73,139.60849
125.94,137.92322
121.33,123.06264
166.74,130.56094
134.76,133.08855
138.63,130.07619
143.49,137.53139
144.24,128.93152
132.91,126.52701
117.04,124.19135
128.37,129.46642
129.55,126.34673
113.57,139.01675
121.27,135.3105
128.07,134.03018
131.17,130.29811
134.28,129.72571
142.54,134.88205
119.29,129.19862
129.33,133.0465
129.22,125.16954
133.59,127.52282
124.85,122.61259
123.95,123.294716
144.33,132.38551
133.53,122.074
134.37,135.69547
128.38,124.29998
129.61,128.16002
150.93999999999997,136.55867
119.2,132.44426
155.09,134.35239
150.77999999999997,142.9003
130.76,132.56975
134.19,123.72114
125.49,125.39079
125.02,120.98841
122.37999999999998,128.92314
116.172,126.96438
118.15,122.39525
121.6,121.65611
147.88,130.7237
173.44,125.901566
152.52,146.21082
142.56,130.27109
152.19,141.45738
143.62,129.89677
128.76,140.19946
132.66,133.82155
136.55,141.7993
115.33,131.84811
133.28,129.28539
143.03,140.63106
129.29,131.8457
139.79,135.22649
136.51,132.48195
130.75,133.28151
140.27,138.75249
134.64,140.30595
135.4,135.73439
121.15,129.07408
151.57,131.21506
145.99,131.64696
128.01,130.77051
133.33,130.38692
133.61,130.9639
121.4,129.60718
133.05,130.76234
161.22,149.58774
137.1,139.86877
136.24,146.47527
137.51,130.8784
134.87,131.8574
161.98,145.16779
116.88,120.80132
118.58,125.309425
128.75,124.12422
118.33999999999999,124.764366
135.79,142.34448
117.77,125.57943
147.32,130.53049
122.43,125.37254
130.33,126.64811
138.95,123.52463
120.85,127.87835
155.49999999999997,131.07256
144.89,142.15747
135.19,136.07805
145.08,130.54242
122.61,122.73867
133.48,145.92653
127.84,126.99648
127.52,126.448906
211.84,148.07881
124.31999999999998,131.05357
123.2,122.69093
135.91,134.27655
131.32,126.376625
117.89,128.27011
131.32,129.37766
144.91,131.04422
146.0,125.87127
157.6,154.01294
134.29,135.23868
127.53999999999999,127.77606
136.2,132.20609
116.84,126.85316
125.08,123.34438
113.21,121.003426
144.94,132.23488
110.42,126.78074
115.96,126.66481
132.38,138.03323
111.1,123.58457
142.62,123.83801
134.34,138.58029
114.43,122.34256
164.21,143.52014
133.35,133.29921
169.53,133.7206
142.62,138.13924
132.44,130.05849
130.42,133.22064
128.8,130.97287
126.51,145.51865
153.56,141.04713
138.75,140.15675
122.43,126.87371
